Date;Code;PVP;Description1;Description2;Type;
2020/04/12;"00419288";"389.49€";"TUBERIA EPDM AISI316 L2500 DN160";"TUBERIA - AISI316 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419494";"410.66€";"TUBERIA EPDM AISI316 L5000 DN110";"TUBERIA - AISI316 DN110 EPDM";"ACO PIPE";
2020/04/12;"00419392";"451.03€";"TUBERIA EPDM AISI316 L2000 DN200";"TUBERIA - AISI316 DN200 EPDM";"ACO PIPE";
2020/04/12;"00419464";"451.03€";"TUBERIA EPDM AISI304 L4000 DN160";"TUBERIA - AISI304 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419395";"451.03€";"TUBERIA EPDM AISI304 L3000 DN200";"TUBERIA - AISI304 DN200 EPDM";"ACO PIPE";
2020/04/12;"00419710";"471.51€";"TUBERIA EPDM AISI304 L6000 DN125";"TUBERIA - AISI304 DN125 EPDM";"ACO PIPE";
2020/04/12;"00098662";"471.51€";"TUBERIA EPDM AISI316 L3000 DN160";"TUBERIA - AISI316 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419502";"487.91€";"TUBERIA EPDM AISI316 L6000 DN110";"TUBERIA - AISI316 DN110 EPDM";"ACO PIPE";
2020/04/12;"00417076";"512.52€";"TUBERIA EPDM AISI316 L1000 DN250";"TUBERIA - AISI316 DN250 EPDM";"ACO PIPE";
2020/04/12;"00417079";"573.98€";"TUBERIA EPDM AISI304 L2000 DN250";"TUBERIA - AISI304 DN250 EPDM";"ACO PIPE";
2020/04/12;"00419472";"573.98€";"TUBERIA EPDM AISI304 L5000 DN160";"TUBERIA - AISI304 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419488";"594.50€";"TUBERIA EPDM AISI316 L4000 DN160";"TUBERIA - AISI316 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419396";"656.00€";"TUBERIA EPDM AISI316 L3000 DN200";"TUBERIA - AISI316 DN200 EPDM";"ACO PIPE";
2020/04/12;"00419730";"692.92€";"TUBERIA EPDM AISI316 L6000 DN125";"TUBERIA - AISI316 DN125 EPDM";"ACO PIPE";
2020/04/12;"00419480";"697.00€";"TUBERIA EPDM AISI304 L6000 DN160";"TUBERIA - AISI304 DN160 EPDM";"ACO PIPE";
2020/04/12;"00419496";"717.49€";"TUBERIA EPDM AISI316 L5000 DN160";"TUBERIA - AISI316 DN160 EPDM";"ACO PIPE";
2020/04/12;"00417080";"860.97€";"TUBERIA EPDM AISI316 L2000 DN250";"TUBERIA - AISI316 DN250 EPDM";"ACO PIPE";
2020/04/12;"00417083";"881.45€";"TUBERIA EPDM AISI304 L3000 DN250";"TUBERIA - AISI304 DN250 EPDM";"ACO PIPE";
2020/04/12;"00419504";"901.97€";"TUBERIA EPDM AISI316 L6000 DN160";"TUBERIA - AISI316 DN160 EPDM";"ACO PIPE";
2020/04/12;"00417084";"1332.48€";"TUBERIA EPDM AISI316 L3000 DN250";"TUBERIA - AISI316 DN250 EPDM";"ACO PIPE";
2020/04/12;"00098400";"0.98€";"JUNTA EPDM PIPE DN50";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098401";"1.86€";"JUNTA EPDM PIPE DN75";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098402";"3.20€";"JUNTA EPDM PIPE DN110";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400586";"4.51€";"JUNTA EPDM PIPE DN70-75 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400580";"5.43€";"JUNTA EPDM PIPE DN70-75 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400533";"5.67€";"SOPORTE ACO PIPE AºGº DN50";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00419453";"5.98€";"JUNTA EPDM PIPE DN125";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098403";"6.62€";"JUNTA EPDM PIPE DN160";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400534";"6.62€";"SOPORTE ACO PIPE AºGº DN75";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00400587";"7.23€";"JUNTA EPDM PIPE DN100-110 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400541";"7.30€";"SOPORTE C/ESTRIBO ACO PIPE AºGº DN50";"SOPORTE CON ESTRIBO - AºGº";"ACO PIPE";
2020/04/12;"00098433";"7.93€";"JUNTA EPDM PIPE DN200";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400542";"7.98€";"SOPORTE C/ESTRIBO ACO PIPE AºGº DN75";"SOPORTE CON ESTRIBO - AºGº";"ACO PIPE";
2020/04/12;"00419854";"8.49€";"SOPORTE ACO PIPE AºGº DN125";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00400535";"8.80€";"SOPORTE ACO PIPE AºGº DN110";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00400581";"9.02€";"JUNTA EPDM PIPE DN100-110 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098830";"9.72€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN50";"MANGUITO DE REPARACIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098920";"10.42€";"MANGUITO UNIÓN ACO PIPE EPDM DN50";"MANGUITO DE UNIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098880";"10.74€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN50";"MANGUITO DE REPARACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400543";"11.30€";"SOPORTE C/ESTRIBO ACO PIPE AºGº DN110";"SOPORTE CON ESTRIBO - AºGº";"ACO PIPE";
2020/04/12;"00098970";"11.48€";"MANGUITO UNIÓN ACO PIPE EPDM DN50";"MANGUITO DE UNIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400549";"11.62€";"SOPORTE C/SOP Y FIJ ACO PIPE AºGº DN50";"SOPORTE CON SOPORTE Y FIJACIÓN - AºGº";"ACO PIPE";
2020/04/12;"00400536";"11.94€";"SOPORTE ACO PIPE AºGº DN160";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00400537";"12.12€";"SOPORTE C/ESTRIBO ACO PIPE AISI316 DN50";"SOPORTE CON ESTRIBO - AISI316";"ACO PIPE";
2020/04/12;"00098664";"12.65€";"CONECTOR DE EXPANSIÓN EPDM AISI304 DN50";"CONECTOR DE EXPANSIÓN - AISI304";"ACO PIPE";
2020/04/12;"00400544";"13.02€";"SOPORTE C/ESTRIBO ACO PIPE AºGº DN160";"SOPORTE CON ESTRIBO - AºGº";"ACO PIPE";
2020/04/12;"00400550";"13.09€";"SOPORTE C/SOP Y FIJ ACO PIPE AºGº DN75";"SOPORTE CON SOPORTE Y FIJACIÓN - AºGº";"ACO PIPE";
2020/04/12;"00098832";"13.73€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN75";"MANGUITO DE REPARACIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098888";"13.94€";"TAPON ACO PIPE AISI316 DN50";"TAPÓN - AISI316";"ACO PIPE";
2020/04/12;"00098724";"14.54€";"CODO TUBERIA 15º EPDM AISI304 DN50";"CODO 15º - AISI304";"ACO PIPE";
2020/04/12;"00098716";"14.65€";"CODO TUBERIA 30º EPDM AISI304 DN50";"CODO 30º - AISI304";"ACO PIPE";
2020/04/12;"00098922";"15.00€";"MANGUITO UNIÓN ACO PIPE EPDM DN75";"MANGUITO DE UNIÓN - AISI304";"ACO PIPE";
2020/04/12;"00417146";"15.14€";"JUNTA EPDM PIPE DN250";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098882";"15.21€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN75";"MANGUITO DE REPARACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098666";"15.46€";"CONECTOR DE EXPANSIÓN EPDM AISI316 DN50";"CONECTOR DE EXPANSIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400551";"15.70€";"SOPORTE C/SOP Y FIJ ACO PIPE AºGº DN110";"SOPORTE CON SOPORTE Y FIJACIÓN - AºGº";"ACO PIPE";
2020/04/12;"00098774";"16.27€";"CODO TUBERIA 15º EPDM AISI316 DN50";"CODO 15º - AISI316";"ACO PIPE";
2020/04/12;"00098766";"16.44€";"CODO TUBERIA 30º EPDM AISI316 DN50";"CODO 30º - AISI316";"ACO PIPE";
2020/04/12;"00419451";"16.69€";"SOPORTE ACO PIPE AºGº DN200";"SOPORTE - AºGº";"ACO PIPE";
2020/04/12;"00400529";"16.97€";"SOPORTE ACO PIPE AISI316 DN50";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00098972";"17.15€";"MANGUITO UNIÓN ACO PIPE EPDM DN75";"MANGUITO DE UNIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400538";"17.35€";"SOPORTE C/ESTRIBO ACO PIPE AISI316 DN75";"SOPORTE CON ESTRIBO - AISI316";"ACO PIPE";
2020/04/12;"00098668";"18.38€";"CONECTOR DE EXPANSIÓN EPDM AISI304 DN75";"CONECTOR DE EXPANSIÓN - AISI304";"ACO PIPE";
2020/04/12;"00400530";"19.40€";"SOPORTE ACO PIPE AISI316 DN75";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00098708";"19.51€";"CODO TUBERIA 45º EPDM AISI304 DN50";"CODO 45º - AISI304";"ACO PIPE";
2020/04/12;"00098726";"19.54€";"CODO TUBERIA 15º EPDM AISI304 DN75";"CODO 15º - AISI304";"ACO PIPE";
2020/04/12;"00098889";"19.75€";"TAPON ACO PIPE AISI316 DN75";"TAPÓN - AISI316";"ACO PIPE";
2020/04/12;"00400539";"19.85€";"SOPORTE C/ESTRIBO ACO PIPE AISI316 DN110";"SOPORTE CON ESTRIBO - AISI316";"ACO PIPE";
2020/04/12;"00098718";"20.00€";"CODO TUBERIA 30º EPDM AISI304 DN75";"CODO 30º - AISI304";"ACO PIPE";
2020/04/12;"00098670";"20.28€";"CONECTOR DE EXPANSIÓN EPDM AISI316 DN75";"CONECTOR DE EXPANSIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400545";"20.74€";"SOPORTE C/SOP Y FIJ ACO PIPE AISI316 DN50";"SOPORTE CON SOPORTE Y FIJACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400552";"20.74€";"SOPORTE C/SOP Y FIJ ACO PIPE AºGº DN160";"SOPORTE CON SOPORTE Y FIJACIÓN - AºGº";"ACO PIPE";
2020/04/12;"00098834";"21.06€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN110";"MANGUITO DE REPARACIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098758";"21.59€";"CODO TUBERIA 45º EPDM AISI316 DN50";"CODO 45º - AISI316";"ACO PIPE";
2020/04/12;"00400588";"21.65€";"JUNTA EPDM PIPE DN150-160 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00400546";"22.17€";"SOPORTE C/SOP Y FIJ ACO PIPE AISI316 DN75";"SOPORTE CON SOPORTE Y FIJACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098776";"22.71€";"CODO TUBERIA 15º EPDM AISI316 DN75";"CODO 15º - AISI316";"ACO PIPE";
2020/04/12;"00098924";"22.96€";"MANGUITO UNIÓN ACO PIPE EPDM DN110";"MANGUITO DE UNIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098768";"23.31€";"CODO TUBERIA 30º EPDM AISI316 DN75";"CODO 30º - AISI316";"ACO PIPE";
2020/04/12;"00098700";"24.61€";"CODO TUBERIA 87,5º EPDM AISI304 DN50";"CODO 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00400547";"24.93€";"SOPORTE C/SOP Y FIJ ACO PIPE AISI316 DN110";"SOPORTE CON SOPORTE Y FIJACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098672";"25.14€";"CONECTOR DE EXPANSIÓN EPDM AISI304 DN110";"CONECTOR DE EXPANSIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098884";"25.42€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN110";"MANGUITO DE REPARACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098710";"25.46€";"CODO TUBERIA 45º EPDM AISI304 DN75";"CODO 45º - AISI304";"ACO PIPE";
2020/04/12;"00400531";"25.95€";"SOPORTE ACO PIPE AISI316 DN110";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00400540";"27.14€";"SOPORTE C/ESTRIBO ACO PIPE AISI316 DN160";"SOPORTE CON ESTRIBO - AISI316";"ACO PIPE";
2020/04/12;"00098728";"27.26€";"CODO TUBERIA 15º EPDM AISI304 DN110";"CODO 15º - AISI304";"ACO PIPE";
2020/04/12;"00098750";"27.26€";"CODO TUBERIA 87,5º EPDM AISI316 DN50";"CODO 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00098732";"27.50€";"DERIVACIÓN SIMPLE 87,5º EPDM AISI304 DN50";"DERIVACIÓN SIMPLE 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00098720";"28.10€";"CODO TUBERIA 30º EPDM AISI304 DN110";"CODO 30º - AISI304";"ACO PIPE";
2020/04/12;"00098890";"28.56€";"TAPON ACO PIPE AISI316 DN110";"TAPÓN - AISI316";"ACO PIPE";
2020/04/12;"00400548";"28.58€";"SOPORTE C/SOP Y FIJ ACO PIPE AISI316 DN160";"SOPORTE CON SOPORTE Y FIJACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098974";"28.91€";"MANGUITO UNIÓN ACO PIPE EPDM DN110";"MANGUITO DE UNIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098760";"29.44€";"CODO TUBERIA 45º EPDM AISI316 DN75";"CODO 45º - AISI316";"ACO PIPE";
2020/04/12;"00098782";"30.00€";"DERIVACIÓN SIMPLE 87,5º EPDM AISI316 DN50";"DERIVACIÓN SIMPLE 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00400532";"30.67€";"SOPORTE ACO PIPE AISI316 DN160";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00419146";"30.67€";"CODO TUBERIA 45º+45º EPDM AISI304 DN50";"CODO 45º+45º - AISI304";"ACO PIPE";
2020/04/12;"00098748";"31.45€";"DERIVACIÓN SIMPLE 45º EPDM AISI304 DN50";"DERIVACIÓN SIMPLE 45º - AISI304";"ACO PIPE";
2020/04/12;"00098702";"31.69€";"CODO TUBERIA 87,5º EPDM AISI304 DN75";"CODO 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00419855";"32.01€";"SOPORTE ACO PIPE AISI316 DN125";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00419675";"32.43€";"SOPORTE ACO PIPE AISI316 DN200";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00098928";"32.47€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI304 DN75-50";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00419772";"32.85€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN125";"MANGUITO DE REPARACIÓN - AISI304";"ACO PIPE";
2020/04/12;"00419782";"33.14€";"TAPON ACO PIPE AISI316 DN125";"TAPÓN - AISI316";"ACO PIPE";
2020/04/12;"00098778";"33.21€";"CODO TUBERIA 15º EPDM AISI316 DN110";"CODO 15º - AISI316";"ACO PIPE";
2020/04/12;"00098798";"33.56€";"DERIVACIÓN SIMPLE 45º EPDM AISI316 DN50";"DERIVACIÓN SIMPLE 45º - AISI316";"ACO PIPE";
2020/04/12;"00419000";"34.05€";"CODO TUBERIA 45º+45º EPDM AISI316 DN50";"CODO 45º+45º - AISI316";"ACO PIPE";
2020/04/12;"00419813";"34.16€";"MANGUITO UNIÓN ACO PIPE EPDM DN125";"MANGUITO DE UNIÓN - AISI304";"ACO PIPE";
2020/04/12;"00417149";"34.19€";"SOPORTE ACO PIPE AISI316 DN250";"SOPORTE - AISI316";"ACO PIPE";
2020/04/12;"00098770";"34.44€";"CODO TUBERIA 30º EPDM AISI316 DN110";"CODO 30º - AISI316";"ACO PIPE";
2020/04/12;"00098674";"34.76€";"CONECTOR DE EXPANSIÓN EPDM AISI316 DN110";"CONECTOR DE EXPANSIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400582";"34.79€";"JUNTA EPDM PIPE DN150-160 P/CONEXIÓN SUM FUNDICION";"JUNTA - EPDM";"ACO PIPE";
2020/04/12;"00098734";"35.60€";"DERIVACIÓN SIMPLE 87,5º EPDM AISI304 DN75";"DERIVACIÓN SIMPLE 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00098752";"36.76€";"CODO TUBERIA 87,5º EPDM AISI316 DN75";"CODO 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00098930";"37.47€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI316 DN75-50";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00419774";"37.68€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN125";"MANGUITO DE REPARACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00419815";"38.42€";"MANGUITO UNIÓN ACO PIPE EPDM DN125";"MANGUITO DE UNIÓN - AISI316";"ACO PIPE";
2020/04/12;"00419776";"39.76€";"CONECTOR DE EXPANSIÓN EPDM AISI304 DN125";"CONECTOR DE EXPANSIÓN - AISI304";"ACO PIPE";
2020/04/12;"00419148";"39.76€";"CODO TUBERIA 45º+45º EPDM AISI304 DN75";"CODO 45º+45º - AISI304";"ACO PIPE";
2020/04/12;"00098836";"40.40€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN160";"MANGUITO DE REPARACIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098712";"40.50€";"CODO TUBERIA 45º EPDM AISI304 DN110";"CODO 45º - AISI304";"ACO PIPE";
2020/04/12;"00400661";"41.02€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI304 DN75-50";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098740";"41.24€";"DERIVACIÓN DOBLE 87,5º EPDM AISI304 DN50";"DERIVACIÓN DOBLE 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00098932";"41.31€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI304 DN110-50";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098784";"41.55€";"DERIVACIÓN SIMPLE 87,5º EPDM AISI316 DN75";"DERIVACIÓN SIMPLE 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00419138";"41.99€";"TAPON C/ABRAZADERA ACO PIPE AISI316 DN50";"TAPÓN CON ABRAZADERA - AISI316";"ACO PIPE";
2020/04/12;"00098962";"43.45€";"RJ VENT ACO PIPE AISI316 DN110";"REJA DE VENTILACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00400663";"43.66€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI316 DN75-50";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00098790";"44.09€";"DERIVACIÓN DOBLE 87,5º EPDM AISI316 DN50";"DERIVACIÓN DOBLE 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00419744";"44.40€";"CODO TUBERIA 15º EPDM AISI304 DN125";"CODO 15º - AISI304";"ACO PIPE";
2020/04/12;"00098936";"44.65€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI304 DN110-75";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098938";"44.88€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI316 DN110-75";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00098926";"45.04€";"MANGUITO UNIÓN ACO PIPE EPDM DN160";"MANGUITO DE UNIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098704";"45.36€";"CODO TUBERIA 87,5º EPDM AISI304 DN110";"CODO 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00098913";"45.71€";"TUBERIA ACCESO PIPE EPDM AISI304 DN75";"TUBERIA DE ACCESO - AISI304";"ACO PIPE";
2020/04/12;"00098850";"45.95€";"DERIVACIÓN SIMPLE 45º EPDM AISI316 DN75";"DERIVACIÓN SIMPLE 45º - AISI316";"ACO PIPE";
2020/04/12;"00419002";"45.95€";"CODO TUBERIA 45º+45º EPDM AISI316 DN75";"CODO 45º+45º - AISI316";"ACO PIPE";
2020/04/12;"00098891";"46.02€";"TAPON ACO PIPE AISI316 DN160";"TAPÓN - AISI316";"ACO PIPE";
2020/04/12;"00419778";"46.31€";"CONECTOR DE EXPANSIÓN EPDM AISI316 DN125";"CONECTOR DE EXPANSIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098940";"46.34€";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR EPDM AISI304 DN75-50";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00419740";"46.59€";"CODO TUBERIA 30º EPDM AISI304 DN125";"CODO 30º - AISI304";"ACO PIPE";
2020/04/12;"00098886";"46.66€";"MANGUITO REPARACIÓN ACO PIPE EPDM DN160";"MANGUITO DE REPARACIÓN - AISI316";"ACO PIPE";
2020/04/12;"00419780";"46.66€";"AMPLIACIÓN CONCÉNTRICA PIPE AISI316 EPDM DN110-125";"AMPLIACIÓN CONCÉNTRICA - AISI316";"ACO PIPE";
2020/04/12;"00419139";"46.96€";"TAPON C/ABRAZADERA ACO PIPE AISI316 DN75";"TAPÓN CON ABRAZADERA - AISI316";"ACO PIPE";
2020/04/12;"00419746";"47.05€";"CODO TUBERIA 15º EPDM AISI316 DN125";"CODO 15º - AISI316";"ACO PIPE";
2020/04/12;"00098800";"47.54€";"DERIVACIÓN SIMPLE 45º EPDM AISI304 DN75";"DERIVACIÓN SIMPLE 45º - AISI304";"ACO PIPE";
2020/04/12;"00098856";"47.86€";"DERIVACIÓN DOBLE 45º EPDM AISI316 DN50";"DERIVACIÓN DOBLE 45º - AISI316";"ACO PIPE";
2020/04/12;"00098864";"48.17€";"DERIVACIÓN SIMPLE 87,5º C/CODO EPDM AISI316 DN50";"DERIVACIÓN SIMPLE 87,5º C/CODO - AISI316";"ACO PIPE";
2020/04/12;"00400665";"48.24€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI304 DN110-50";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098762";"48.35€";"CODO TUBERIA 45º EPDM AISI316 DN110";"CODO 45º - AISI316";"ACO PIPE";
2020/04/12;"00419736";"49.37€";"CODO TUBERIA 45º EPDM AISI304 DN125";"CODO 45º - AISI304";"ACO PIPE";
2020/04/12;"00400667";"50.21€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI316 DN110-50";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00098676";"50.21€";"CONECTOR DE EXPANSIÓN EPDM AISI304 DN160";"CONECTOR DE EXPANSIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098934";"51.20€";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR EPDM AISI316 DN110-50";"DERIVACIÓN SIMPLE 87,5º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00098806";"51.34€";"DERIVACIÓN DOBLE 45º EPDM AISI304 DN50";"DERIVACIÓN DOBLE 45º - AISI304";"ACO PIPE";
2020/04/12;"00098736";"51.38€";"DERIVACIÓN SIMPLE 87,5º EPDM AISI304 DN110";"DERIVACIÓN SIMPLE 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00098942";"51.52€";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR EPDM AISI316 DN75-50";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00419742";"51.59€";"CODO TUBERIA 30º EPDM AISI316 DN125";"CODO 30º - AISI316";"ACO PIPE";
2020/04/12;"00417026";"52.40€";"ABRAZADERA PRESIÓN PIPE DN75 AISI304";"ABRAZADERA DE PRESIÓN - AISI304";"ACO PIPE";
2020/04/12;"00098976";"52.50€";"MANGUITO UNIÓN ACO PIPE EPDM DN160";"MANGUITO DE UNIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098742";"52.79€";"DERIVACIÓN DOBLE 87,5º EPDM AISI304 DN75";"DERIVACIÓN DOBLE 87,5º - AISI304";"ACO PIPE";
2020/04/12;"00417028";"53.65€";"ABRAZADERA PRESIÓN PIPE DN110 AISI304";"ABRAZADERA DE PRESIÓN - AISI304";"ACO PIPE";
2020/04/12;"00417027";"53.79€";"ABRAZADERA PRESIÓN PIPE DN75 AISI316";"ABRAZADERA DE PRESIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098754";"54.55€";"CODO TUBERIA 87,5º EPDM AISI316 DN110";"CODO 87,5º - AISI316";"ACO PIPE";
2020/04/12;"00098944";"54.62€";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR EPDM AISI304 DN110-50";"DERIVACIÓN DOBLE 87,5º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00419738";"55.22€";"CODO TUBERIA 45º EPDM AISI316 DN125";"CODO 45º - AISI316";"ACO PIPE";
2020/04/12;"00400669";"55.36€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI304 DN110-75";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098892";"55.57€";"AMPLIACIÓN EXCÉNTRICA PIPE AISI316 EPDM DN50-75";"AMPLIACIÓN EXCÉNTRICA - AISI316";"ACO PIPE";
2020/04/12;"00417029";"55.59€";"ABRAZADERA PRESIÓN PIPE DN110 AISI316";"ABRAZADERA DE PRESIÓN - AISI316";"ACO PIPE";
2020/04/12;"00098814";"55.85€";"DERIVACIÓN SIMPLE 87,5º C/CODO EPDM AISI304 DN50";"DERIVACIÓN SIMPLE 87,5º C/CODO - AISI304";"ACO PIPE";
2020/04/12;"00400673";"56.27€";"DERIVACIÓN DOBLE 45º C/REDUCTOR EPDM AISI304 DN75-50";"DERIVACIÓN DOBLE 45º C/REDUCTOR - AISI304";"ACO PIPE";
2020/04/12;"00098894";"56.94€";"AMPLIACIÓN EXCÉNTRICA PIPE AISI316 EPDM DN75-110";"AMPLIACIÓN EXCÉNTRICA - AISI316";"ACO PIPE";
2020/04/12;"00400675";"57.93€";"DERIVACIÓN DOBLE 45º C/REDUCTOR EPDM AISI316 DN75-50";"DERIVACIÓN DOBLE 45º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00400671";"57.93€";"DERIVACIÓN SIMPLE 45º C/REDUCTOR EPDM AISI316 DN110-75";"DERIVACIÓN SIMPLE 45º C/REDUCTOR - AISI316";"ACO PIPE";
2020/04/12;"00098963";"58.95€";"TUBERIA ACCESO PIPE EPDM AISI316 DN75";"TUBERIA DE ACCESO - AISI316";"ACO PIPE";
2020/04/12;"00098730";"58.95€";"CODO TUBERIA 15º EPDM AISI304 DN160";"CODO 15º - AISI304";"ACO PIPE";
2020/04/12;"00417024";"59.51€";"ABRAZADERA PRESIÓN PIPE DN50 AISI304";"ABRAZADERA DE PRESIÓN - AISI304";"ACO PIPE";
